"PassengerId","HomePlanet","CryoSleep","Cabin","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Name","Transported","Group","Number","total_spending","Deck","Cabin_num","Side"
"5545_03","Earth",1,"G/894/S","TRAPPIST-1e",0,0,0,0,0,0,0,"Nance Rigginsen",1,3,"5545",0,"G",894,0
"5546_01","Europa",0,"D/176/P","55 Cancri e",28,0,550,5203,0,2244,1624,"Wasatan Brathful",0,1,"5546",9621,"D",176,1
"5550_01","Earth",0,"G/895/S","TRAPPIST-1e",33,0,127,745,9,0,0,"Robyna Poperez",1,1,"5550",881,"G",895,0
"5551_01","Earth",1,"G/888/P","TRAPPIST-1e",22,0,0,0,0,0,0,"Rayley Foledges",1,1,"5551",0,"G",888,1
"5552_01","Mars",0,"F/1150/P","TRAPPIST-1e",28,0,0,0,0,0,0,"Skix Potie",0,1,"5552",0,"F",1150,1
"5552_02","Mars",1,"F/1150/P","TRAPPIST-1e",11,0,0,0,0,0,0,"Oatch Potie",1,2,"5552",0,"F",1150,1
"5552_03","Mars",0,"F/1150/P","TRAPPIST-1e",60,0,51,10,754,1412,137,"Chonk Potie",0,3,"5552",2364,"F",1150,1
"5555_01","Other",0,"G/896/S","Other",43,0,1,0,213,7,701,"Winia Blanglison",1,1,"5555",922,"G",896,0
"5556_01","Earth",0,"E/361/S","TRAPPIST-1e",27,0,0,1,667,897,43,"Jona Hanner",0,1,"5556",1608,"E",361,0
"5557_01","Earth",1,"G/890/P","TRAPPIST-1e",37,0,0,0,0,0,0,"Jerek Mathison",1,1,"5557",0,"G",890,1
"5559_01","Earth",1,"G/897/S","55 Cancri e",23,0,0,0,0,0,0,NA,1,1,"5559",0,"G",897,0
"5560_01","Mars",0,"D/168/S","TRAPPIST-1e",57,0,1696,0,1006,0,27,"Tyog Birte",0,1,"5560",2729,"D",168,0
"5561_01","Europa",1,"A/51/P","TRAPPIST-1e",29,0,0,0,0,0,0,"Diskeh Fueling",1,1,"5561",0,"A",51,1
"5561_02","Europa",0,"A/51/P","TRAPPIST-1e",28,0,0,175,0,214,7461,"Cellus Fueling",0,2,"5561",7850,"A",51,1
"5561_03","Europa",0,"A/51/P","TRAPPIST-1e",42,0,0,890,2929,352,4898,"Gluinol Fueling",0,3,"5561",9069,"A",51,1
"5561_04","Europa",0,"A/51/P","TRAPPIST-1e",43,0,7,494,2473,443,71,"Ankab Fueling",0,4,"5561",3488,"A",51,1
"5563_01","Europa",1,"C/176/P","TRAPPIST-1e",26,0,0,0,0,0,0,"Maham Cattyried",1,1,"5563",0,"C",176,1
"5566_01","Europa",0,"E/349/P","55 Cancri e",72,0,2445,3023,0,704,20,"Gluinon Gloyanthy",0,1,"5566",6192,"E",349,1
"5568_01","Europa",0,"B/188/P","TRAPPIST-1e",49,0,0,3991,298,289,2740,"Winons Covetive",0,1,"5568",7318,"B",188,1
"5568_02","Europa",1,"B/188/P","55 Cancri e",29,1,0,0,0,0,0,"Merabik Covetive",1,2,"5568",0,"B",188,1
"5569_01","Earth",1,"G/891/P","TRAPPIST-1e",18,0,0,0,0,0,0,"Brance Mcfarleys",0,1,"5569",0,"G",891,1
"5571_01","Earth",0,"G/900/S","55 Cancri e",26,0,0,406,0,0,503,"Delley Nichoan",1,1,"5571",909,"G",900,0
"5572_01","Mars",1,"F/1153/P","55 Cancri e",19,0,0,0,0,0,0,"Gicket Pane",1,1,"5572",0,"F",1153,1
"5573_01","Earth",0,"F/1154/P","55 Cancri e",18,0,749,0,74,0,0,"Mariel Gilleranks",0,1,"5573",823,"F",1154,1
"5574_01","Earth",0,"F/1155/P","55 Cancri e",14,0,714,237,0,587,1,"Dorah Polliamposs",0,1,"5574",1539,"F",1155,1
"5575_01","Mars",0,"F/1156/P","TRAPPIST-1e",44,0,583,0,222,0,1560,"Bares Nacke",0,1,"5575",2365,"F",1156,1
"5575_02","Mars",1,"F/1156/P","TRAPPIST-1e",34,0,0,0,0,0,0,"Heers Nacke",1,2,"5575",0,"F",1156,1
"5578_01","Earth",1,"G/892/P","55 Cancri e",18,0,0,0,0,0,0,"Verney Gainebergan",1,1,"5578",0,"G",892,1
"5580_01","Earth",1,"G/902/S","PSO J318.5-22",36,0,0,0,0,0,0,"Anae Vaught",1,1,"5580",0,"G",902,0
"5581_01","Europa",1,"B/212/S","55 Cancri e",27,0,0,0,0,0,0,"Alpha Frolestty",1,1,"5581",0,"B",212,0
"5582_01","Earth",0,"G/893/P","TRAPPIST-1e",35,0,753,335,1,348,0,"Patoya Hersons",0,1,"5582",1437,"G",893,1
"5583_01","Europa",0,"D/170/S","TRAPPIST-1e",52,0,5,3514,31,601,13,"Taura Inghtal",1,1,"5583",4164,"D",170,0
"5585_01","Earth",0,"G/894/P","PSO J318.5-22",22,0,688,5,80,0,0,"Vanez Popelazquez",0,1,"5585",773,"G",894,1
"5585_02","Earth",0,"F/1158/P","TRAPPIST-1e",34,0,245,0,542,0,19,"Velyne Popelazquez",1,2,"5585",806,"F",1158,1
"5586_01","Earth",0,"G/895/P","PSO J318.5-22",37,0,0,0,6,746,1,"Elanda Reyersendry",0,1,"5586",753,"G",895,1
"5587_01","Earth",0,"F/1159/P","55 Cancri e",22,0,654,2,83,0,0,"Dianie Deckerson",0,1,"5587",739,"F",1159,1
"5589_01","Earth",0,"F/1160/P","TRAPPIST-1e",26,0,0,786,0,11,83,"Fayen Hermanapp",1,1,"5589",880,"F",1160,1
"5591_01","Earth",0,"E/363/S","55 Cancri e",14,0,590,9,0,0,192,"Elene Ewiseston",0,1,"5591",791,"E",363,0
"5592_01","Mars",1,"F/1161/P","55 Cancri e",53,0,0,0,0,0,0,"Wheard Quith",1,1,"5592",0,"F",1161,1
"5594_01","Earth",0,"F/1163/P","TRAPPIST-1e",17,0,0,823,0,1168,14,"Verney Lewinton",0,1,"5594",2005,"F",1163,1
"5595_01","Earth",0,"F/1067/S","TRAPPIST-1e",30,0,0,1,0,870,0,"Sonard Craftstens",0,1,"5595",871,"F",1067,0
"5596_01","Europa",0,"D/179/P","TRAPPIST-1e",65,0,0,722,302,103,2659,"Mothab Sorbitter",0,1,"5596",3786,"D",179,1
"5598_01","Earth",0,"G/903/S","Other",19,0,0,0,500,2,208,"Lulah Thony",1,1,"5598",710,"G",903,0
"5599_01","Europa",0,"E/364/S","55 Cancri e",36,0,380,686,0,295,1247,"Saxino Caming",0,1,"5599",2608,"E",364,0
"5601_01","Earth",1,"G/904/S","TRAPPIST-1e",3,0,0,0,0,0,0,"Bertle Vandan",1,1,"5601",0,"G",904,0
"5601_02","Earth",0,"G/904/S","TRAPPIST-1e",6,0,0,0,0,0,0,"Fery Vandan",1,2,"5601",0,"G",904,0
"5601_03","Earth",0,"G/82/P","55 Cancri e",4,0,0,0,0,0,0,"Jacque Vandan",1,3,"5601",0,"G",82,1
"5601_04","Earth",0,"F/1069/S","TRAPPIST-1e",21,0,958,1668,82,0,78,"Vanney Vandan",1,4,"5601",2786,"F",1069,0
"5601_05","Earth",1,"G/904/S","55 Cancri e",8,0,0,0,0,0,0,"Maya Vandan",1,5,"5601",0,"G",904,0
"5602_01","Europa",1,"B/190/P","TRAPPIST-1e",35,0,0,0,0,0,0,"Castab Sedece",1,1,"5602",0,"B",190,1
"5602_02","Europa",0,"B/190/P","55 Cancri e",18,0,0,3268,0,436,342,"Hadirk Sedece",1,2,"5602",4046,"B",190,1
"5603_01","Other",0,"E/365/S","TRAPPIST-1e",34,0,170,1256,0,3926,7121,"Kocha Cluitty",0,1,"5603",12473,"E",365,0
"5606_01","Europa",1,"B/213/S","55 Cancri e",45,0,0,0,0,0,0,"Algor Paterpad",1,1,"5606",0,"B",213,0
"5606_02","Europa",0,"B/213/S","TRAPPIST-1e",31,0,0,1219,7,104,1082,"Brab Dectory",1,2,"5606",2412,"B",213,0
"5608_01","Earth",0,"F/1164/P","TRAPPIST-1e",14,0,30,757,115,0,0,"Son Mclainez",1,1,"5608",902,"F",1164,1
"5609_01","Earth",0,"G/897/P","TRAPPIST-1e",23,0,765,5,0,0,0,"Breney Russon",0,1,"5609",770,"G",897,1
"5610_01","Europa",1,"B/214/S","TRAPPIST-1e",61,0,0,0,0,0,0,"Tach Dicely",1,1,"5610",0,"B",214,0
"5610_02","Europa",0,"B/214/S","55 Cancri e",54,1,0,7996,0,4549,10206,"Atinon Dicely",0,2,"5610",22751,"B",214,0
"5611_01","Europa",1,"D/171/S","TRAPPIST-1e",28,0,0,0,0,0,0,"Medion Clutchor",1,1,"5611",0,"D",171,0
"5611_02","Europa",0,"D/171/S","TRAPPIST-1e",46,0,0,3477,0,1,5543,"Grum Clutchor",0,2,"5611",9021,"D",171,0
"5613_01","Earth",0,"F/1072/S","TRAPPIST-1e",32,0,125,874,0,180,1,"Leene Hardonald",1,1,"5613",1180,"F",1072,0
"5614_01","Earth",1,"G/906/S","55 Cancri e",49,0,0,0,0,0,0,"Tyrony Coolerson",1,1,"5614",0,"G",906,0
"5615_01","Earth",1,"G/907/S","55 Cancri e",20,0,0,0,0,0,0,"Tine Wardendez",1,1,"5615",0,"G",907,0
"5616_01","Earth",0,"F/1073/S","PSO J318.5-22",25,0,458,240,0,239,0,"Yolace Fryersonis",1,1,"5616",937,"F",1073,0
"5618_01","Earth",0,"F/1075/S","TRAPPIST-1e",19,0,0,785,0,0,19,"Jenn Lynnerett",1,1,"5618",804,"F",1075,0
"5619_01","Earth",1,"G/908/S","55 Cancri e",28,0,0,0,0,0,0,"Gordo Freder",1,1,"5619",0,"G",908,0
"5622_01","Earth",0,"F/1076/S","TRAPPIST-1e",68,0,0,0,970,0,0,"Jenn Nolds",1,1,"5622",970,"F",1076,0
"5623_01","Earth",1,"G/898/P","TRAPPIST-1e",16,0,0,0,0,0,0,"Helly Gouldensen",1,1,"5623",0,"G",898,1
"5625_01","Mars",1,"E/352/P","TRAPPIST-1e",19,0,0,0,0,0,0,"Trise Cart",0,1,"5625",0,"E",352,1
"5625_02","Mars",0,"E/352/P","PSO J318.5-22",49,0,0,0,0,0,0,"Cros Nane",0,2,"5625",0,"E",352,1
"5625_03","Mars",0,"E/352/P","TRAPPIST-1e",15,0,890,9,0,1250,57,"Ming Cart",0,3,"5625",2206,"E",352,1
"5625_04","Mars",1,"E/352/P","TRAPPIST-1e",26,0,0,0,0,0,0,"Tops Cart",1,4,"5625",0,"E",352,1
"5625_05","Mars",0,"E/352/P","TRAPPIST-1e",22,0,804,0,378,0,0,NA,0,5,"5625",1182,"E",352,1
"5626_01","Earth",1,"G/911/S","PSO J318.5-22",23,0,0,0,0,0,0,"Fayen Vinston",1,1,"5626",0,"G",911,0
"5627_01","Earth",0,"G/899/P","TRAPPIST-1e",31,0,0,0,0,0,0,"Nelsie Stanters",0,1,"5627",0,"G",899,1
"5628_01","Earth",1,"G/900/P","TRAPPIST-1e",27,0,0,0,0,0,0,"Ebonya Potthews",0,1,"5628",0,"G",900,1
"5629_01","Earth",1,"G/901/P","TRAPPIST-1e",28,0,0,0,0,0,0,"Jaye Sterson",1,1,"5629",0,"G",901,1
"5631_01","Earth",0,"F/1166/P","TRAPPIST-1e",20,0,47,0,0,0,2711,"Bel Boltond",0,1,"5631",2758,"F",1166,1
"5637_01","Earth",0,"F/1168/P","TRAPPIST-1e",43,0,1,8,0,0,715,"Sonard Simson",0,1,"5637",724,"F",1168,1
"5639_01","Earth",0,"G/913/S","TRAPPIST-1e",22,0,19,9,0,0,594,"Bel Ewins",1,1,"5639",622,"G",913,0
"5640_01","Europa",1,"E/368/S","TRAPPIST-1e",27,0,0,0,0,0,0,"Kaffias Rinicapead",1,1,"5640",0,"E",368,0
"5642_01","Europa",1,"B/216/S","Other",35,0,0,0,0,0,0,"Geonkaa Supred",1,1,"5642",0,"B",216,0
"5642_02","Europa",1,"G/82/P","55 Cancri e",37,0,0,0,0,0,0,"Isoton Supred",1,2,"5642",0,"G",82,1
"5643_01","Mars",0,"F/1077/S","TRAPPIST-1e",24,0,158,0,1594,1,0,"Latsts Karte",1,1,"5643",1753,"F",1077,0
"5643_02","Mars",0,"F/1077/S","55 Cancri e",18,0,2803,0,17,0,0,NA,0,2,"5643",2820,"F",1077,0
"5643_03","Mars",0,"F/1077/S","TRAPPIST-1e",15,0,643,0,45,0,10,"Eaturs Karte",0,3,"5643",698,"F",1077,0
"5644_01","Mars",0,"F/1169/P","TRAPPIST-1e",28,0,1909,0,0,0,6,"Gut Hake",0,1,"5644",1915,"F",1169,1
"5645_01","Earth",0,"F/1078/S","TRAPPIST-1e",24,0,0,117,2134,0,0,"Olly Wagnerray",1,1,"5645",2251,"F",1078,0
"5646_01","Mars",1,"F/1079/S","55 Cancri e",39,0,0,0,0,0,0,NA,1,1,"5646",0,"F",1079,0
"5647_01","Europa",1,"C/178/P","TRAPPIST-1e",35,0,0,0,0,0,0,"Dyonevi Matoltuble",1,1,"5647",0,"C",178,1
"5647_02","Europa",0,"C/178/P","55 Cancri e",52,0,0,1425,31,0,1320,"Chabih Matoltuble",1,2,"5647",2776,"C",178,1
"5647_03","Europa",0,"C/178/P","TRAPPIST-1e",48,0,0,0,0,2851,1478,"Majoram Tachor",0,3,"5647",4329,"C",178,1
"5648_01","Europa",0,"C/179/P","55 Cancri e",27,0,332,918,0,5,4817,"Edaruma Braned",0,1,"5648",6072,"C",179,1
"5648_02","Europa",0,"C/179/P","55 Cancri e",50,0,0,103,0,240,8221,"Unukath Braned",0,2,"5648",8564,"C",179,1
"5650_01","Earth",0,"G/902/P","TRAPPIST-1e",24,0,56,22,285,1453,0,"Elsane Coopezmaney",0,1,"5650",1816,"G",902,1
"5651_01","Earth",0,"G/915/S","PSO J318.5-22",26,0,807,0,0,0,40,"Kentha Franton",1,1,"5651",847,"G",915,0
"5652_01","Earth",0,"F/1171/P","TRAPPIST-1e",24,0,215,0,0,0,350,"Erice Franchaney",0,1,"5652",565,"F",1171,1
"5653_01","Earth",1,"G/903/P","TRAPPIST-1e",15,0,0,0,0,0,0,"Hanne Wardendez",0,1,"5653",0,"G",903,1
"5655_01","Earth",0,"F/1172/P","PSO J318.5-22",42,0,1188,39,3,3,0,"Laude Browlerson",0,1,"5655",1233,"F",1172,1
"5659_01","Earth",0,"F/1175/P","TRAPPIST-1e",51,0,0,0,0,0,880,"Letta Alberts",0,1,"5659",880,"F",1175,1
"5661_01","Earth",0,"E/355/P","PSO J318.5-22",43,0,635,53,0,3,0,"Elany Ellahan",1,1,"5661",691,"E",355,1
"5661_02","Earth",1,"G/905/P","55 Cancri e",31,0,0,0,0,0,0,"Vane Ellahan",0,2,"5661",0,"G",905,1
"5662_01","Earth",1,"G/916/S","TRAPPIST-1e",14,0,0,0,0,0,0,"Alendy Wolferguson",1,1,"5662",0,"G",916,0
"5662_02","Earth",0,"F/1080/S","TRAPPIST-1e",31,0,13,0,0,679,0,"Karia Wolferguson",0,2,"5662",692,"F",1080,0
"5663_01","Europa",0,"A/71/S","TRAPPIST-1e",33,0,0,1513,5,63,144,"Alsuud Ressing",1,1,"5663",1725,"A",71,0
"5667_01","Earth",0,"G/906/P","55 Cancri e",21,0,0,496,0,3867,30,"Moniey Combson",0,1,"5667",4393,"G",906,1
"5671_01","Earth",0,"G/907/P","TRAPPIST-1e",13,0,56,1706,15,0,23,"Berly Acobsond",0,1,"5671",1800,"G",907,1
"5673_01","Earth",0,"F/1083/S","TRAPPIST-1e",29,0,286,545,0,0,0,"Pattin Bradlerson",1,1,"5673",831,"F",1083,0
"5674_01","Europa",0,"B/217/S","TRAPPIST-1e",22,0,0,11594,0,10247,1,"Alrain Unsible",0,1,"5674",21842,"B",217,0
"5677_01","Mars",0,"E/357/P","TRAPPIST-1e",22,0,1035,0,264,0,0,"Hoces Fisun",0,1,"5677",1299,"E",357,1
"5679_01","Earth",1,"G/920/S","PSO J318.5-22",18,0,0,0,0,0,0,"Loise Casonston",1,1,"5679",0,"G",920,0
"5679_02","Earth",1,"G/920/S","55 Cancri e",35,0,0,0,0,0,0,"Shelle Casonston",1,2,"5679",0,"G",920,0
"5679_03","Earth",1,"G/920/S","TRAPPIST-1e",20,0,0,0,0,0,0,"Jennya Casonston",1,3,"5679",0,"G",920,0
"5680_01","Earth",0,"E/359/P","TRAPPIST-1e",18,0,0,0,1609,0,0,"Ryanne Blanglison",1,1,"5680",1609,"E",359,1
"5681_01","Earth",1,"G/921/S","TRAPPIST-1e",66,0,0,0,0,0,0,"Jodip Ellson",1,1,"5681",0,"G",921,0
"5684_01","Other",1,"B/218/S","TRAPPIST-1e",33,0,0,0,0,0,0,"Zaninon Busive",1,1,"5684",0,"B",218,0
"5684_02","Europa",1,"B/218/S","55 Cancri e",48,0,0,0,0,0,0,"Azhah Busive",1,2,"5684",0,"B",218,0
"5684_03","Europa",0,"B/218/S","55 Cancri e",38,0,0,1198,48,278,1244,"Genubik Busive",0,3,"5684",2768,"B",218,0
"5684_04","Europa",1,"B/218/S","TRAPPIST-1e",62,0,0,0,0,0,0,"Okulus Folhal",1,4,"5684",0,"B",218,0
"5685_01","Earth",1,"G/910/P","TRAPPIST-1e",19,0,0,0,0,0,0,"Ianne Bryants",0,1,"5685",0,"G",910,1
"5686_01","Mars",0,"D/82/P","55 Cancri e",44,0,2267,0,107,0,0,"Lix Cry",0,1,"5686",2374,"D",82,1
"5686_02","Mars",0,"D/180/P","55 Cancri e",25,0,1410,123,26,9,812,"Pil Cry",0,2,"5686",2380,"D",180,1
"5687_01","Earth",0,"F/1179/P","TRAPPIST-1e",15,0,348,1627,0,0,0,"Erie Mccarry",0,1,"5687",1975,"F",1179,1
"5688_01","Earth",0,"F/1084/S","TRAPPIST-1e",20,0,12,177,1110,0,0,"Isaacy Newtontoss",1,1,"5688",1299,"F",1084,0
"5689_01","Earth",0,"F/1180/P","TRAPPIST-1e",34,0,233,0,0,1054,156,"Raceky Scotterkins",0,1,"5689",1443,"F",1180,1
"5692_01","Mars",0,"E/360/P","TRAPPIST-1e",23,0,821,0,863,664,0,"Mele Madan",0,1,"5692",2348,"E",360,1
"5693_01","Earth",0,"F/1087/S","TRAPPIST-1e",45,0,0,0,2332,84,0,"Hellia Blacks",1,1,"5693",2416,"F",1087,0
"5695_01","Earth",1,"G/922/S","TRAPPIST-1e",39,0,0,0,0,0,0,"Brene Collinson",1,1,"5695",0,"G",922,0
"5696_01","Earth",1,"G/911/P","PSO J318.5-22",33,0,0,0,0,0,0,"Janney Mcgoway",1,1,"5696",0,"G",911,1
"5698_01","Earth",0,"F/1088/S","TRAPPIST-1e",14,0,0,0,325,247,305,"Natha Mulley",0,1,"5698",877,"F",1088,0
"5698_02","Earth",0,"G/923/S","TRAPPIST-1e",26,0,178,0,3,0,704,NA,1,2,"5698",885,"G",923,0
"5700_01","Earth",1,"G/924/S","TRAPPIST-1e",47,0,0,0,0,0,0,"Coreen Ricks",1,1,"5700",0,"G",924,0
"5701_01","Mars",1,"D/173/S","TRAPPIST-1e",33.0182767624021,0,0,0,0,0,0,"Caper Fincy",1,1,"5701",0,"D",173,0
"5702_01","Earth",1,"G/912/P","55 Cancri e",28,0,0,0,0,0,0,"Katiey Estron",1,1,"5702",0,"G",912,1
"5704_01","Earth",1,"G/913/P","TRAPPIST-1e",22,0,0,0,0,0,0,"Melara Callowery",1,1,"5704",0,"G",913,1
"5705_01","Earth",1,"G/925/S","TRAPPIST-1e",17,0,0,0,0,0,0,"Letty Chanan",1,1,"5705",0,"G",925,0
"5706_01","Earth",0,"F/1090/S","TRAPPIST-1e",16,0,0,458,725,0,0,"Norahe Kerrealds",1,1,"5706",1183,"F",1090,0
"5706_02","Earth",0,"G/926/S","TRAPPIST-1e",9,0,0,0,0,0,0,"Tricki Marshopper",1,2,"5706",0,"G",926,0
"5707_01","Earth",0,"F/1091/S","TRAPPIST-1e",15,0,0,0,973,29,0,"Emmax Alvasquez",1,1,"5707",1002,"F",1091,0
"5709_01","Europa",0,"C/215/S","TRAPPIST-1e",33,0,0,4372,0,4103,0,"Asellum Amblereld",1,1,"5709",8475,"C",215,0
"5710_01","Earth",0,"F/1092/S","TRAPPIST-1e",61,0,0,166,1080,0,16,"Jeanie Sterson",1,1,"5710",1262,"F",1092,0
"5711_01","Earth",0,"F/1183/P","TRAPPIST-1e",19,0,0,0,0,692,164,"Daryla Mullericer",0,1,"5711",856,"F",1183,1
"5712_01","Europa",1,"E/371/S","TRAPPIST-1e",61,0,0,0,0,0,0,"Dabik Mostedry",1,1,"5712",0,"E",371,0
"5713_01","Earth",0,"G/915/P","TRAPPIST-1e",42,0,0,29,317,434,45,"Lawren Blangibson",1,1,"5713",825,"G",915,1
"5714_01","Earth",0,"G/916/P","TRAPPIST-1e",4,0,0,0,0,0,0,"Katen Farleyatton",0,1,"5714",0,"G",916,1
"5714_02","Earth",0,"G/916/P","TRAPPIST-1e",12,0,0,0,0,0,0,"Rayle Farleyatton",1,2,"5714",0,"G",916,1
"5714_03","Earth",0,"G/916/P","TRAPPIST-1e",0,0,0,0,0,0,0,"Bobina Hamcmahon",1,3,"5714",0,"G",916,1
"5714_04","Earth",1,"G/916/P","TRAPPIST-1e",19,0,0,0,0,0,0,"Sanda Hamcmahon",1,4,"5714",0,"G",916,1
"5714_05","Earth",1,"G/916/P","TRAPPIST-1e",17.5011682242991,0,0,0,0,0,0,"Robyna Hamcmahon",1,5,"5714",0,"G",916,1
"5716_01","Earth",0,"F/1093/S","PSO J318.5-22",29,0,0,173,0,0,1155,"Gabrin Jimes",1,1,"5716",1328,"F",1093,0
"5717_01","Earth",0,"G/917/P","TRAPPIST-1e",59,0,0,664,0,144,141,"Wardan Fowles",1,1,"5717",949,"G",917,1
"5718_01","Earth",1,"G/927/S","TRAPPIST-1e",20,0,0,0,0,0,0,"Racyle Kaney",1,1,"5718",0,"G",927,0
"5719_01","Earth",0,"G/918/P","TRAPPIST-1e",70,0,390,0,0,0,518,"Ireen Tranciams",1,1,"5719",908,"G",918,1
"5719_02","Earth",1,"G/918/P","TRAPPIST-1e",3,0,0,0,0,0,0,"Min Tranciams",0,2,"5719",0,"G",918,1
"5721_01","Europa",1,"B/219/S","TRAPPIST-1e",37,0,0,0,0,0,0,"Giedia Mostedry",1,1,"5721",0,"B",219,0
"5721_02","Europa",0,"B/219/S","TRAPPIST-1e",58,0,0,1975,598,7,3726,"Scellus Mostedry",0,2,"5721",6306,"B",219,0
"5722_01","Earth",0,"G/928/S","TRAPPIST-1e",44,0,69,0,17,176,2105,"Joyces Ington",0,1,"5722",2367,"G",928,0
"5723_01","Mars",1,"E/372/S","TRAPPIST-1e",24,0,0,0,0,0,0,"Quakes Puff",0,1,"5723",0,"E",372,0
"5724_01","Earth",1,"G/919/P","PSO J318.5-22",20,0,0,0,0,0,0,"Eduard Sweenez",1,1,"5724",0,"G",919,1
"5725_01","Earth",0,"F/1094/S","TRAPPIST-1e",24,0,156,0,364,489,383,"Clindy Joycerton",1,1,"5725",1392,"F",1094,0
"5726_01","Europa",1,"B/192/P","55 Cancri e",27,0,0,0,0,0,0,"Bottom Dindeng",1,1,"5726",0,"B",192,1
"5727_01","Earth",0,"G/920/P","55 Cancri e",28,0,0,0,0,711,0,"Kenny Santin",0,1,"5727",711,"G",920,1
"5728_01","Earth",0,"F/1185/P","TRAPPIST-1e",24,0,0,217,0,77,510,"Jodia Wolferguson",0,1,"5728",804,"F",1185,1
"5729_01","Mars",1,"F/1186/P","TRAPPIST-1e",29,0,0,0,0,0,0,"Honjay Merie",1,1,"5729",0,"F",1186,1
"5730_01","Earth",0,"F/1187/P","TRAPPIST-1e",25,0,2029,1,0,0,121,"Karlen Moodman",0,1,"5730",2151,"F",1187,1
"5732_01","Earth",0,"G/921/P","TRAPPIST-1e",20,0,0,0,53,2,754,"Brancy Ocherman",0,1,"5732",809,"G",921,1
"5733_01","Earth",0,"G/922/P","55 Cancri e",34,0,0,1745,6,5,37,"Billia Kerrealds",1,1,"5733",1793,"G",922,1
"5733_02","Earth",0,"F/1188/P","Other",28,0,0,0,0,1191,109,"Tricky Buckeelez",0,2,"5733",1300,"F",1188,1
"5735_01","Earth",1,"E/362/P","TRAPPIST-1e",33.0182767624021,0,0,0,0,0,0,"Myrace Peterstarks",1,1,"5735",0,"E",362,1
"5736_01","Earth",0,"F/1189/P","TRAPPIST-1e",23,0,1,0,1,0,618,"Ton Maynardner",0,1,"5736",620,"F",1189,1
"5737_01","Europa",0,"C/216/S","TRAPPIST-1e",39,0,0,11856,13,39,3,"Mintard Inicont",1,1,"5737",11911,"C",216,0
"5737_02","Europa",0,"C/216/S","TRAPPIST-1e",35,0,0,7636,0,353,705,"Lesaton Inicont",1,2,"5737",8694,"C",216,0
"5738_01","Earth",1,"G/929/S","TRAPPIST-1e",18,0,0,0,0,0,0,"Ritany Morelly",1,1,"5738",0,"G",929,0
"5739_01","Earth",1,"G/930/S","TRAPPIST-1e",20,0,0,0,0,0,0,"Courta Cleminglas",1,1,"5739",0,"G",930,0
"5740_01","Europa",0,"A/52/P","TRAPPIST-1e",42,0,0,16,0,144,7492,"Minopus Cattle",0,1,"5740",7652,"A",52,1
"5740_02","Europa",0,"A/52/P","55 Cancri e",32,0,70,764,724,547,1297,"Unukath Alaxed",0,2,"5740",3402,"A",52,1
"5742_01","Earth",0,"F/1096/S","55 Cancri e",50,0,57,29,0,0,643,"Ger Rigginsen",0,1,"5742",729,"F",1096,0
"5744_01","Earth",0,"G/931/S","TRAPPIST-1e",23,0,0,37,859,9,1,"Felice Hinglendez",1,1,"5744",906,"G",931,0
"5746_01","Earth",0,"G/932/S","TRAPPIST-1e",19,0,0,0,0,5381,139,"Rica Vandan",0,1,"5746",5520,"G",932,0
"5747_01","Earth",0,"F/1192/P","TRAPPIST-1e",29,0,715,47,0,0,0,"Troya Hallahaney",0,1,"5747",762,"F",1192,1
"5748_01","Europa",0,"A/53/P","TRAPPIST-1e",35,1,247,436,459,1,1984,"Sterfik Gealloyalt",0,1,"5748",3127,"A",53,1
"5750_01","Earth",0,"E/363/P","TRAPPIST-1e",18,0,0,625,0,0,356,"Herina Parklaney",0,1,"5750",981,"E",363,1
"5751_01","Earth",0,"G/924/P","PSO J318.5-22",24,0,160,20,39,552,1,NA,0,1,"5751",772,"G",924,1
"5755_01","Earth",0,"G/933/S","TRAPPIST-1e",23,0,88,0,586,0,0,"Loreen Cardner",1,1,"5755",674,"G",933,0
"5756_01","Earth",0,"F/1194/P","TRAPPIST-1e",51,0,542,0,360,0,0,"Card Dicksons",0,1,"5756",902,"F",1194,1
"5756_02","Earth",0,"F/1194/P","TRAPPIST-1e",42,0,439,0,0,0,254,"Billia Briggston",0,2,"5756",693,"F",1194,1
"5756_03","Earth",0,"F/1194/P","PSO J318.5-22",19,0,5,0,0,716,0,"Inerry Briggston",0,3,"5756",721,"F",1194,1
"5756_04","Earth",0,"F/1194/P","TRAPPIST-1e",23,0,0,0,0,0,0,NA,0,4,"5756",0,"F",1194,1
"5756_05","Earth",1,"F/1194/P","TRAPPIST-1e",19,0,0,0,0,0,0,"Fery Briggston",1,5,"5756",0,"F",1194,1
"5756_06","Earth",0,"F/1194/P","PSO J318.5-22",22,0,158,0,476,0,26,"Karena Briggston",0,6,"5756",660,"F",1194,1
"5756_07","Earth",0,"A/82/S","TRAPPIST-1e",25,0,12,6,2817,342,0,"Shanie Garden",0,7,"5756",3177,"A",82,0
"5756_08","Earth",0,"F/1194/P","PSO J318.5-22",31,0,11,0,0,1912,1120,"Wenise Briggston",0,8,"5756",3043,"F",1194,1
"5757_01","Earth",0,"F/1195/P","TRAPPIST-1e",23,0,0,0,0,558,1,"Dianya Salin",0,1,"5757",559,"F",1195,1
"5758_01","Earth",1,"G/934/S","TRAPPIST-1e",22,0,0,0,0,0,0,"Heidie Mcguirez",1,1,"5758",0,"G",934,0
